@relation pole_swing_up

@attribute sin_theta numeric
@attribute cos_theta numeric
@attribute theta_d numeric
@attribute force {NONE,RIGHT,LEFT}
@attribute class numeric

@data
0.886,-0.464,0.323,RIGHT,0.396
0.862,-0.507,0.676,RIGHT,0.743
0.827,-0.562,0.932,RIGHT,0.992
0.762,-0.647,1.202,RIGHT,1.248
0.671,-0.741,1.394,RIGHT,1.42
0.557,-0.831,1.483,RIGHT,1.487
0.429,-0.903,1.452,RIGHT,1.431
0.3,-0.954,1.295,RIGHT,1.249
0.187,-0.982,1.02,RIGHT,0.953
0.103,-0.995,0.651,RIGHT,0.569
0.06,-0.998,0.224,RIGHT,0.135
0.06,-0.998,-0.221,RIGHT,-0.308
0.103,-0.995,-0.64,RIGHT,-0.717
0.185,-0.983,-0.994,RIGHT,-1.054
0.294,-0.956,-1.25,RIGHT,-1.287
0.418,-0.908,-1.387,LEFT,-1.2
0.499,-0.867,-0.421,LEFT,-0.222
0.493,-0.87,0.571,LEFT,0.765
0.399,-0.917,1.505,LEFT,1.677
0.217,-0.976,2.295,LEFT,2.428
-0.041,-0.999,2.86,LEFT,2.941
-0.337,-0.942,3.146,LEFT,3.167
-0.563,-0.827,3.166,NONE,3.044
-0.771,-0.637,2.475,NONE,2.316
-0.886,-0.465,1.636,NONE,1.458
-0.934,-0.357,0.729,NONE,0.544
-0.943,-0.332,-0.197,NONE,-0.381
-0.92,-0.392,-1.106,NONE,-1.283
-0.849,-0.529,-1.962,NONE,-2.122
-0.702,-0.712,-2.706,NONE,-2.834
-0.461,-0.888,-3.253,NONE,-3.331
-0.137,-0.991,-3.517,NONE,-3.53
0.212,-0.977,-3.444,NONE,-3.389
0.515,-0.857,-3.049,NONE,-2.937
0.727,-0.686,-2.405,NONE,-2.255
0.85,-0.526,-1.605,NONE,-1.434
0.906,-0.423,-0.729,NONE,-0.549
0.917,-0.398,0.171,NONE,0.35
0.891,-0.454,1.054,NONE,1.225
0.815,-0.58,1.88,NONE,2.034
0.665,-0.747,2.59,NONE,2.711
0.625,-0.781,2.711,RIGHT,2.724
0.536,-0.844,2.728,NONE,2.823
0.269,-0.963,3.099,NONE,3.139
-0.045,-0.999,3.179,NONE,3.157
-0.346,-0.938,2.953,NONE,2.874
-0.586,-0.811,2.463,NONE,2.34
-0.744,-0.668,1.783,NONE,1.632
-0.83,-0.558,0.993,NONE,0.827
-0.861,-0.509,0.155,NONE,-0.014
-0.847,-0.532,-0.683,NONE,-0.846
-0.784,-0.62,-1.476,NONE,-1.624
-0.658,-0.753,-2.17,NONE,-2.291
-0.455,-0.89,-2.697,NONE,-2.776
-0.186,-0.983,-2.987,NONE,-3.012
0.114,-0.993,-2.992,NONE,-2.958
0.392,-0.92,-2.711,NONE,-2.624
0.605,-0.796,-2.192,NONE,-2.066
0.742,-0.671,-1.508,NONE,-1.358
0.812,-0.584,-0.731,NONE,-0.57
0.831,-0.557,0.081,NONE,0.243
0.812,-0.584,0.724,LEFT,0.98
0.726,-0.688,1.972,LEFT,2.207
0.53,-0.848,3.072,LEFT,3.264
0.205,-0.979,3.907,LEFT,4.032
-0.209,-0.978,4.367,LEFT,4.409
-0.607,-0.795,4.417,LEFT,4.382
-0.883,-0.469,4.131,LEFT,4.046
-0.995,-0.098,3.658,LEFT,3.556
-0.971,0.239,3.152,LEFT,3.057
-0.86,0.51,2.72,LEFT,2.649
-0.703,0.711,2.426,LEFT,2.386
-0.518,0.855,2.302,LEFT,2.299
-0.308,0.951,2.371,LEFT,2.41
-0.064,0.998,2.661,LEFT,2.748
0.046,0.999,2.846,NONE,2.855
0.33,0.944,3.002,NONE,3.066
0.61,0.792,3.431,NONE,3.549
0.858,0.514,4.118,NONE,4.281
0.996,0.085,4.995,NONE,5.18
0.896,-0.444,5.892,NONE,6.05
0.468,-0.884,6.524,NONE,6.591
-0.175,-0.985,6.607,NONE,6.547
-0.727,-0.686,6.082,NONE,5.919
-0.982,-0.191,5.161,NONE,4.957
-0.963,0.269,4.145,NONE,3.95
-0.802,0.598,3.237,NONE,3.077
-0.6,0.8,2.521,NONE,2.402
-0.482,0.876,2.189,NONE,2.094
-0.301,0.954,1.787,NONE,1.728
-0.14,0.99,1.556,NONE,1.529
0.011,1.0,1.479,NONE,1.481
0.16,0.987,1.547,NONE,1.579
0.319,0.948,1.765,NONE,1.827
0.496,0.868,2.143,NONE,2.24
0.689,0.725,2.699,NONE,2.833
0.875,0.485,3.437,NONE,3.605
0.993,0.119,4.323,NONE,4.51
0.936,-0.352,5.24,NONE,5.409
0.603,-0.798,5.962,NONE,6.058
0.034,-0.999,6.225,NONE,6.207
-0.546,-0.838,5.902,NONE,5.774
-0.905,-0.426,5.113,NONE,4.922
-1.0,0.022,4.115,NONE,3.911
-0.927,0.374,3.126,NONE,2.94
-0.795,0.607,2.253,NONE,2.096
-0.668,0.744,1.519,NONE,1.388
-0.59,0.807,1.018,LEFT,1.002
-0.507,0.862,0.97,LEFT,0.971
-0.421,0.907,1.005,LEFT,1.023
-0.322,0.947,1.129,LEFT,1.166
-0.204,0.979,1.357,LEFT,1.417
-0.052,0.999,1.714,LEFT,1.803
0.144,0.99,2.235,LEFT,2.362
0.391,0.92,2.966,LEFT,3.142
0.678,0.735,3.954,LEFT,4.185
0.932,0.361,5.206,LEFT,5.482
0.976,-0.219,6.609,LEFT,6.883
0.584,-0.812,7.842,LEFT,8.027
-0.196,-0.981,8.466,LEFT,8.494
-0.864,-0.503,8.327,LEFT,8.234
-0.961,0.276,7.8,LEFT,7.701
-0.507,0.862,7.469,LEFT,7.468
0.221,0.975,7.745,LEFT,7.887
0.863,0.505,8.72,LEFT,8.979
0.917,-0.398,10.068,LEFT,10.318
0.1,-0.995,11.019,LEFT,11.095
-0.12,-0.993,11.095,RIGHT,10.928
-0.924,-0.383,9.916,RIGHT,9.609
-0.867,0.498,8.381,RIGHT,8.104
0.0,-1.0,0.0,LEFT,0.1
-0.025,-1.0,0.489,LEFT,0.582
-0.096,-0.995,0.927,LEFT,1.004
-0.205,-0.979,1.271,LEFT,1.325
-0.34,-0.941,1.491,LEFT,1.519
-0.48,-0.877,1.574,LEFT,1.574
-0.61,-0.792,1.523,LEFT,1.498
-0.718,-0.696,1.355,LEFT,1.31
-0.798,-0.602,1.097,LEFT,1.038
-0.851,-0.525,0.778,LEFT,0.709
-0.881,-0.473,0.421,LEFT,0.347
-0.892,-0.451,0.048,LEFT,-0.027
-0.886,-0.464,-0.323,LEFT,-0.396
-0.862,-0.507,-0.676,LEFT,-0.743
-0.816,-0.578,-0.992,LEFT,-1.048
-0.746,-0.666,-1.248,LEFT,-1.29
-0.65,-0.76,-1.42,LEFT,-1.443
-0.533,-0.846,-1.487,LEFT,-1.486
-0.403,-0.915,-1.431,LEFT,-1.404
-0.276,-0.961,-1.249,LEFT,-1.198
-0.23,-0.973,-1.143,LEFT,-1.083
-0.133,-0.991,-0.808,LEFT,-0.731
-0.117,-0.993,-0.731,RIGHT,-0.851
-0.016,-1.0,-1.291,RIGHT,-1.389
0.135,-0.991,-1.72,RIGHT,-1.787
0.317,-0.948,-1.982,RIGHT,-2.012
0.502,-0.865,-2.059,RIGHT,-2.053
0.666,-0.746,-1.964,RIGHT,-1.927
0.792,-0.61,-1.728,RIGHT,-1.667
0.877,-0.48,-1.391,RIGHT,-1.315
0.929,-0.371,-0.991,RIGHT,-0.907
0.954,-0.299,-0.559,RIGHT,-0.471
0.964,-0.266,-0.115,RIGHT,-0.026
0.963,-0.271,0.24,NONE,0.428
0.941,-0.338,1.169,NONE,1.35
0.875,-0.485,2.047,NONE,2.212
0.731,-0.683,2.817,NONE,2.951
0.486,-0.874,3.391,NONE,3.473
0.151,-0.989,3.673,NONE,3.688
-0.214,-0.977,3.605,NONE,3.549
-0.529,-0.849,3.2,NONE,3.084
-0.749,-0.663,2.536,NONE,2.381
-0.872,-0.489,1.713,NONE,1.537
-0.927,-0.375,0.814,NONE,0.631
-0.94,-0.341,-0.107,NONE,-0.29
-0.919,-0.394,-1.015,NONE,-1.192
-0.852,-0.523,-1.873,NONE,-2.034
-0.714,-0.701,-2.625,NONE,-2.756
-0.481,-0.877,-3.189,NONE,-3.271
-0.165,-0.986,-3.478,NONE,-3.496
-0.027,-1.0,-3.501,NONE,-3.493
0.312,-0.95,-3.324,NONE,-3.25
0.588,-0.809,-2.845,NONE,-2.719
0.77,-0.637,-2.146,NONE,-1.989
0.869,-0.494,-1.32,NONE,-1.146
0.909,-0.416,-0.436,NONE,-0.257
0.909,-0.417,0.458,NONE,0.634
0.868,-0.497,1.323,NONE,1.489
0.769,-0.639,2.114,NONE,2.258
0.591,-0.806,2.763,NONE,2.869
0.326,-0.945,3.19,NONE,3.241
0.005,-1.0,3.322,NONE,3.309
-0.315,-0.949,3.134,NONE,3.06
-0.575,-0.818,2.662,NONE,2.54
-0.749,-0.663,1.983,NONE,1.83
-0.844,-0.536,1.181,NONE,1.012
-0.882,-0.471,0.323,NONE,0.15
-0.877,-0.48,-0.541,NONE,-0.711
-0.827,-0.562,-1.37,NONE,-1.528
-0.744,-0.668,-1.976,RIGHT,-2.215
-0.551,-0.834,-3.095,RIGHT,-3.292
-0.227,-0.974,-3.952,RIGHT,-4.081
0.192,-0.981,-4.431,RIGHT,-4.475
0.525,-0.851,-4.511,RIGHT,-4.491
0.839,-0.544,-4.285,RIGHT,-4.208
0.986,-0.167,-3.837,RIGHT,-3.735
0.982,0.189,-3.326,RIGHT,-3.229
0.878,0.478,-2.878,RIGHT,-2.803
0.718,0.696,-2.565,NONE,-2.423
0.546,0.838,-1.925,NONE,-1.818
0.399,0.917,-1.448,NONE,-1.369
0.28,0.96,-1.105,NONE,-1.05
0.185,0.983,-0.869,NONE,-0.833
0.107,0.994,-0.72,NONE,-0.699
0.039,0.999,-0.642,NONE,-0.634
-0.024,1.0,-0.628,NONE,-0.632
-0.088,0.996,-0.676,NONE,-0.693
-0.16,0.987,-0.789,NONE,-0.82
-0.246,0.969,-0.978,NONE,-1.026
-0.351,0.936,-1.258,NONE,-1.327
-0.483,0.876,-1.65,NONE,-1.744
-0.64,0.769,-2.179,NONE,-2.304
-0.81,0.586,-2.865,NONE,-3.021
-0.956,0.294,-3.702,NONE,-3.884
-0.993,-0.118,-4.629,NONE,-4.813
-0.869,-0.494,-5.33,NONE,-5.484
-0.468,-0.884,-5.95,NONE,-6.019
0.118,-0.993,-6.067,NONE,-6.02
0.65,-0.76,-5.617,NONE,-5.47
0.942,-0.336,-4.763,NONE,-4.566
0.996,0.084,-3.754,NONE,-3.553
0.917,0.398,-2.778,NONE,-2.595
0.8,0.6,-1.913,NONE,-1.755
0.699,0.715,-1.166,NONE,-1.028
0.637,0.771,-0.506,NONE,-0.381
0.622,0.783,0.109,NONE,0.231
0.654,0.756,0.727,NONE,0.854
0.73,0.684,1.391,NONE,1.533
0.771,0.637,1.679,NONE,1.828
0.885,0.466,2.469,NONE,2.639
0.981,0.193,3.358,NONE,3.545
0.982,-0.187,4.294,NONE,4.476
0.789,-0.614,5.134,NONE,5.271
0.358,-0.934,5.659,NONE,5.707
-0.204,-0.979,5.679,NONE,5.617
-0.684,-0.73,5.175,NONE,5.024
-0.942,-0.336,4.312,NONE,4.116
-0.999,0.039,3.31,NONE,3.108
-0.949,0.315,2.322,NONE,2.133
-0.875,0.485,1.41,NONE,1.237
-0.823,0.569,0.572,NONE,0.41
-0.813,0.582,-0.228,NONE,-0.387
-0.848,0.53,-1.032,NONE,-1.197
-0.916,0.402,-1.879,NONE,-2.056
-0.984,0.18,-2.789,NONE,-2.977
-0.989,-0.145,-3.732,NONE,-3.917
-0.846,-0.534,-4.605,NONE,-4.756
-0.491,-0.871,-5.228,NONE,-5.304
-0.085,-0.996,-5.415,NONE,-5.41
0.434,-0.901,-5.185,NONE,-5.081
0.806,-0.593,-4.512,NONE,-4.34
0.974,-0.226,-3.584,NONE,-3.385
0.997,0.08,-2.579,NONE,-2.379
0.959,0.285,-1.598,NONE,-1.408
0.92,0.391,-0.668,NONE,-0.487
0.911,0.413,0.051,RIGHT,0.129
0.92,0.391,0.444,RIGHT,0.524
0.944,0.33,0.85,RIGHT,0.934
0.973,0.229,1.279,RIGHT,1.368
0.997,0.081,1.731,RIGHT,1.823
0.999,0.045,1.823,LEFT,2.115
0.978,-0.209,3.272,LEFT,3.555
0.822,-0.57,4.63,LEFT,4.876
0.429,-0.903,5.712,LEFT,5.874
-0.161,-0.987,6.292,LEFT,6.336
-0.714,-0.701,6.285,LEFT,6.225
-0.986,-0.165,5.863,LEFT,5.757
-0.923,0.384,5.346,LEFT,5.259
-0.614,0.789,5.026,LEFT,5.003
-0.158,0.987,5.088,LEFT,5.157
0.364,0.931,5.634,LEFT,5.804
0.833,0.554,6.672,NONE,6.828
0.993,-0.122,7.533,NONE,7.71
0.609,-0.793,8.285,NONE,8.374
-0.186,-0.982,8.422,NONE,8.353
-0.844,-0.536,7.801,NONE,7.613
-0.987,0.163,6.788,NONE,6.584
-0.7,0.714,5.873,NONE,5.732
-0.217,0.976,5.359,NONE,5.316
0.307,0.952,5.351,NONE,5.411
0.763,0.646,5.831,NONE,5.976
0.997,0.081,6.657,NONE,6.84
0.808,-0.589,7.512,NONE,7.646
0.163,-0.987,7.938,NONE,7.939
-0.582,-0.813,7.64,NONE,7.499
-0.975,-0.223,6.766,NONE,6.559
-0.921,0.389,5.744,NONE,5.556
-0.597,0.802,4.932,NONE,4.813
-0.171,0.985,4.505,NONE,4.471
0.007,1.0,4.455,LEFT,4.556
0.097,0.995,4.556,NONE,4.575
0.533,0.846,4.822,NONE,4.925
0.879,0.477,5.475,NONE,5.641
0.996,-0.094,6.361,NONE,6.541
0.716,-0.698,7.168,NONE,7.283
0.059,-0.998,7.494,NONE,7.476
-0.627,-0.779,7.126,NONE,6.978
-0.975,-0.22,6.239,NONE,6.033
-0.991,0.133,5.619,RIGHT,5.316
-0.813,0.582,4.173,RIGHT,3.91
-0.56,0.829,2.964,RIGHT,2.754
-0.341,0.94,2.003,RIGHT,1.836
-0.186,0.983,1.234,RIGHT,1.097
-0.097,0.995,0.591,RIGHT,0.472
-0.067,0.998,0.013,RIGHT,-0.1
-0.094,0.996,-0.559,RIGHT,-0.677
-0.179,0.984,-1.179,RIGHT,-1.314
-0.328,0.945,-1.907,NONE,-1.971
-0.516,0.857,-2.298,NONE,-2.399
-0.717,0.697,-2.877,NONE,-3.015
-0.902,0.432,-3.641,NONE,-3.813
-0.999,0.038,-4.543,NONE,-4.73
-0.895,-0.446,-5.443,NONE,-5.602
-0.504,-0.864,-6.094,NONE,-6.17
0.092,-0.996,-6.242,NONE,-6.199
0.644,-0.765,-5.805,NONE,-5.659
0.946,-0.325,-4.949,NONE,-4.751
0.994,0.114,-3.937,NONE,-3.736
0.897,0.442,-2.969,LEFT,-2.69
0.773,0.634,-1.63,LEFT,-1.378
0.705,0.709,-0.402,LEFT,-0.164
0.719,0.695,0.787,LEFT,1.027
0.809,0.588,2.016,LEFT,2.273
0.935,0.354,3.344,LEFT,3.622
0.999,-0.043,4.762,LEFT,5.048
0.831,-0.556,6.131,LEFT,6.374
0.308,-0.951,7.151,LEFT,7.283
-0.414,-0.91,7.526,LEFT,7.517
-0.921,-0.39,7.264,LEFT,7.164
-0.955,0.295,6.735,LEFT,6.639
-0.579,0.815,6.391,LEFT,6.376
0.024,1.0,6.544,LEFT,6.648
0.414,0.91,6.933,LEFT,7.113
0.922,0.388,8.039,LEFT,8.309
0.89,-0.456,9.401,LEFT,9.647
0.104,-0.995,10.339,LEFT,10.418
-0.807,-0.591,10.356,LEFT,10.266
-0.93,0.368,9.823,LEFT,9.729
-0.226,0.974,9.613,LEFT,9.668
0.687,0.726,10.256,LEFT,10.484
0.962,-0.272,11.544,LEFT,11.801
0.085,-0.996,12.515,LEFT,12.582
-0.921,-0.391,12.416,LEFT,12.303
-0.687,0.726,11.894,LEFT,11.853
0.42,0.908,12.123,LEFT,12.302
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,LEFT,0.1
-0.025,-1.0,0.489,LEFT,0.582
-0.096,-0.995,0.927,LEFT,1.004
-0.205,-0.979,1.271,LEFT,1.325
-0.34,-0.941,1.491,LEFT,1.519
-0.48,-0.877,1.574,LEFT,1.574
-0.61,-0.792,1.523,LEFT,1.498
-0.718,-0.696,1.355,LEFT,1.31
-0.798,-0.602,1.097,LEFT,1.038
-0.851,-0.525,0.778,LEFT,0.709
-0.881,-0.473,0.421,LEFT,0.347
-0.892,-0.451,0.048,LEFT,-0.027
-0.886,-0.464,-0.323,LEFT,-0.396
-0.878,-0.478,-0.468,NONE,-0.638
-0.832,-0.554,-1.301,NONE,-1.46
-0.727,-0.686,-2.054,NONE,-2.19
-0.546,-0.838,-2.662,NONE,-2.759
-0.287,-0.958,-3.046,NONE,-3.09
0.022,-1.0,-3.146,NONE,-3.13
0.323,-0.946,-2.944,NONE,-2.869
0.566,-0.824,-2.474,NONE,-2.355
0.73,-0.684,-1.811,NONE,-1.663
0.82,-0.573,-1.033,NONE,-0.869
0.853,-0.521,-0.203,NONE,-0.036
0.842,-0.54,0.629,NONE,0.792
0.782,-0.623,1.419,NONE,1.567
0.66,-0.751,2.113,LEFT,2.335
0.44,-0.898,3.136,LEFT,3.31
0.102,-0.995,3.875,LEFT,3.98
-0.302,-0.953,4.238,LEFT,4.263
-0.668,-0.744,4.213,LEFT,4.167
-0.908,-0.419,3.887,LEFT,3.798
-0.998,-0.066,3.405,LEFT,3.303
-0.969,0.246,2.902,LEFT,2.808
-0.87,0.493,2.47,LEFT,2.397
-0.734,0.679,2.159,LEFT,2.114
-0.579,0.815,1.994,LEFT,1.98
-0.408,0.913,1.989,LEFT,2.009
-0.212,0.977,2.162,LEFT,2.22
0.019,1.0,2.54,LEFT,2.644
0.297,0.955,3.163,LEFT,3.321
0.614,0.789,4.072,LEFT,4.291
0.854,0.52,5.015,LEFT,5.277
1.0,-0.022,6.389,LEFT,6.671
0.746,-0.666,7.715,LEFT,7.934
0.023,-1.0,8.538,LEFT,8.608
-0.744,-0.669,8.575,LEFT,8.502
-0.995,0.103,8.085,LEFT,7.976
-0.631,0.776,7.668,LEFT,7.641
0.085,0.996,7.809,LEFT,7.925
0.785,0.619,8.673,LEFT,8.919
0.965,-0.262,10.003,LEFT,10.265
0.244,-0.97,11.058,LEFT,11.162
-0.766,-0.643,11.161,LEFT,11.076
-0.924,0.383,10.63,LEFT,10.537
-0.13,0.992,10.456,LEFT,10.53
0.81,0.586,11.213,LEFT,11.461
0.847,-0.531,12.517,LEFT,12.743
-0.283,-0.959,13.216,LEFT,13.21
-1.0,0.025,12.847,LEFT,12.728
-0.281,0.96,12.496,LEFT,12.54
0.835,0.55,13.179,LEFT,13.428
0.697,-0.717,14.44,LEFT,14.625
-0.648,-0.762,14.825,LEFT,14.748
-0.83,0.557,14.292,LEFT,14.218
0.43,0.903,14.41,LEFT,14.59
0.933,-0.361,15.586,LEFT,15.823
-0.392,-0.92,16.271,LEFT,16.234
0.0,-1.0,0.0,RIGHT,-0.1
0.025,-1.0,-0.489,RIGHT,-0.582
0.096,-0.995,-0.927,LEFT,-0.804
0.157,-0.988,-0.291,LEFT,-0.16
0.153,-0.988,0.365,LEFT,0.494
0.085,-0.996,0.981,LEFT,1.093
-0.039,-0.999,1.495,LEFT,1.582
-0.207,-0.978,1.861,LEFT,1.913
-0.395,-0.919,2.047,LEFT,2.062
-0.574,-0.819,2.05,LEFT,2.03
-0.724,-0.69,1.891,LEFT,1.843
-0.834,-0.552,1.607,LEFT,1.539
-0.892,-0.451,1.317,LEFT,1.238
-0.937,-0.349,0.907,LEFT,0.821
-0.959,-0.283,0.47,LEFT,0.381
-0.966,-0.26,0.023,LEFT,-0.066
-0.96,-0.279,-0.42,LEFT,-0.507
-0.941,-0.339,-0.846,LEFT,-0.928
-0.91,-0.414,-1.165,NONE,-1.34
-0.833,-0.553,-2.008,NONE,-2.165
-0.679,-0.734,-2.732,NONE,-2.856
-0.43,-0.903,-3.254,NONE,-3.325
-0.105,-0.994,-3.486,NONE,-3.493
0.239,-0.971,-3.385,NONE,-3.325
0.533,-0.846,-2.968,NONE,-2.854
0.736,-0.677,-2.313,NONE,-2.161
0.851,-0.525,-1.509,NONE,-1.338
0.903,-0.43,-0.635,NONE,-0.456
0.911,-0.413,0.259,NONE,0.436
0.88,-0.475,1.133,NONE,1.301
0.796,-0.605,1.943,NONE,2.093
0.637,-0.771,2.63,NONE,2.745
0.391,-0.92,3.111,NONE,3.176
0.078,-0.997,3.312,NONE,3.314
-0.248,-0.969,3.195,NONE,3.134
-0.524,-0.852,2.781,NONE,2.668
-0.569,-0.822,2.668,RIGHT,2.447
-0.728,-0.685,1.502,RIGHT,1.255
-0.785,-0.62,0.244,RIGHT,-0.01
-0.761,-0.649,-1.016,RIGHT,-1.261
-0.646,-0.763,-2.197,RIGHT,-2.416
-0.417,-0.909,-3.201,RIGHT,-3.37
-0.072,-0.997,-3.913,RIGHT,-4.012
0.333,-0.943,-4.245,RIGHT,-4.264
0.692,-0.722,-4.193,RIGHT,-4.143
0.92,-0.392,-3.85,RIGHT,-3.759
0.999,-0.041,-3.362,RIGHT,-3.26
0.964,0.266,-2.862,RIGHT,-2.769
0.861,0.509,-2.437,RIGHT,-2.366
0.835,0.55,-2.366,LEFT,-2.1
0.73,0.684,-1.087,LEFT,-0.843
0.695,0.719,0.11,LEFT,0.346
0.745,0.667,1.302,LEFT,1.547
0.858,0.513,2.564,LEFT,2.83
0.977,0.213,3.935,LEFT,4.22
0.989,-0.146,5.078,RIGHT,5.16
0.782,-0.623,5.415,RIGHT,5.451
0.345,-0.938,5.428,RIGHT,5.374
-0.17,-0.985,4.96,RIGHT,4.807
-0.584,-0.812,4.031,RIGHT,3.803
-0.823,-0.568,2.794,RIGHT,2.524
-0.924,-0.383,1.408,RIGHT,1.124
-0.948,-0.319,-0.02,RIGHT,-0.306
-0.922,-0.387,-1.434,RIGHT,-1.71
-0.821,-0.571,-2.775,RIGHT,-3.027
-0.585,-0.811,-3.943,RIGHT,-4.143
-0.184,-0.983,-4.788,RIGHT,-4.905
0.312,-0.95,-5.177,RIGHT,-5.196
0.741,-0.671,-5.097,RIGHT,-5.035
0.97,-0.243,-4.69,RIGHT,-4.589
0.98,0.197,-4.174,RIGHT,-4.075
0.829,0.559,-3.737,RIGHT,-3.672
0.579,0.815,-3.505,RIGHT,-3.49
0.398,0.918,-3.496,RIGHT,-3.517
0.265,0.964,-3.552,NONE,-3.499
-0.078,0.997,-3.426,NONE,-3.441
-0.349,0.937,-3.566,RIGHT,-3.734
-0.688,0.726,-4.534,RIGHT,-4.766
-0.956,0.292,-5.801,RIGHT,-6.08
-0.938,-0.346,-7.199,RIGHT,-7.462
-0.423,-0.906,-7.854,RIGHT,-7.854
0.411,-0.912,-7.854,RIGHT,-7.854
0.96,-0.278,-7.854,RIGHT,-7.854
0.86,0.511,-7.854,RIGHT,-7.846
0.253,0.967,-7.77,RIGHT,-7.82
-0.516,0.857,-7.854,RIGHT,-7.854
-0.99,0.139,-7.854,RIGHT,-7.854
-0.639,-0.77,-7.854,NONE,-7.854
0.387,-0.922,-7.854,NONE,-7.854
0.992,-0.129,-7.854,NONE,-7.854
0.685,0.729,-7.854,NONE,-7.854
-0.119,0.993,-7.854,NONE,-7.854
-0.838,0.545,-7.854,NONE,-7.854
-0.933,-0.359,-7.854,NONE,-7.854
-0.185,-0.983,-7.854,NONE,-7.854
0.743,-0.669,-7.854,NONE,-7.854
0.977,0.213,-7.854,NONE,-7.854
0.486,0.874,-7.854,NONE,-7.854
0.0,-1.0,0.0,LEFT,0.1
-0.025,-1.0,0.489,LEFT,0.582
-0.096,-0.995,0.927,LEFT,1.004
-0.158,-0.987,1.146,NONE,1.111
-0.261,-0.965,0.929,NONE,0.875
-0.335,-0.942,0.627,NONE,0.559
-0.377,-0.926,0.271,NONE,0.196
-0.384,-0.923,-0.106,NONE,-0.181
-0.358,-0.934,-0.47,NONE,-0.538
-0.298,-0.955,-0.787,NONE,-0.843
-0.209,-0.978,-1.029,NONE,-1.066
-0.146,-0.989,-1.127,NONE,-1.151
-0.029,-1.0,-1.202,NONE,-1.203
0.09,-0.996,-1.159,NONE,-1.137
0.198,-0.98,-1.006,NONE,-0.963
0.285,-0.959,-0.758,NONE,-0.7
0.342,-0.94,-0.443,NONE,-0.375
0.367,-0.93,-0.09,NONE,-0.018
0.358,-0.934,0.267,NONE,0.336
0.318,-0.948,0.596,NONE,0.656
0.247,-0.969,0.868,NONE,0.913
0.152,-0.988,1.055,NONE,1.081
0.042,-0.999,1.14,NONE,1.144
-0.072,-0.997,1.114,NONE,1.095
-0.177,-0.984,0.98,NONE,0.942
-0.262,-0.965,0.755,NONE,0.701
-0.32,-0.947,0.461,NONE,0.397
-0.328,-0.945,0.397,NONE,0.331
-0.35,-0.937,0.059,NONE,-0.009
-0.34,-0.941,-0.28,NONE,-0.345
-0.298,-0.955,-0.59,NONE,-0.646
-0.229,-0.974,-0.843,NONE,-0.884
-0.136,-0.991,-1.014,NONE,-1.037
-0.031,-1.0,-1.086,NONE,-1.088
0.077,-0.997,-1.052,NONE,-1.033
0.176,-0.984,-0.917,NONE,-0.88
0.255,-0.967,-0.697,NONE,-0.644
0.267,-0.964,-0.644,NONE,-0.589
0.316,-0.949,-0.351,NONE,-0.288
0.334,-0.943,-0.028,NONE,0.037
0.321,-0.947,0.294,NONE,0.355
0.279,-0.96,0.585,NONE,0.638
0.21,-0.978,0.82,NONE,0.858
0.121,-0.993,0.974,NONE,0.994
0.02,-1.0,1.034,NONE,1.034
-0.082,-0.997,0.993,NONE,0.973
-0.175,-0.985,0.856,NONE,0.819
-0.248,-0.969,0.64,NONE,0.589
-0.297,-0.955,0.366,NONE,0.306
-0.304,-0.953,0.306,RIGHT,0.146
-0.294,-0.956,-0.492,RIGHT,-0.647
-0.21,-0.978,-1.236,RIGHT,-1.372
-0.056,-0.998,-1.856,RIGHT,-1.96
0.153,-0.988,-2.291,RIGHT,-2.352
0.385,-0.923,-2.504,RIGHT,-2.519
0.562,-0.827,-2.511,RIGHT,-2.492
0.745,-0.667,-2.342,RIGHT,-2.288
0.872,-0.489,-2.023,RIGHT,-1.946
0.947,-0.322,-1.609,RIGHT,-1.52
0.982,-0.189,-1.148,RIGHT,-1.053
0.995,-0.099,-0.669,RIGHT,-0.573
0.998,-0.056,-0.188,RIGHT,-0.092
0.998,-0.062,0.29,RIGHT,0.385
0.993,-0.114,0.761,RIGHT,0.854
0.977,-0.212,1.219,RIGHT,1.307
0.937,-0.35,1.645,RIGHT,1.724
0.858,-0.514,2.009,RIGHT,2.071
0.728,-0.685,2.269,RIGHT,2.304
0.549,-0.836,2.375,RIGHT,2.374
0.34,-0.941,2.289,RIGHT,2.246
0.13,-0.991,1.996,RIGHT,1.914
-0.047,-0.999,1.516,RIGHT,1.401
-0.167,-0.986,0.894,RIGHT,0.758
-0.184,-0.983,0.758,NONE,0.719
-0.247,-0.969,0.539,NONE,0.489
-0.287,-0.958,0.271,NONE,0.214
-0.298,-0.955,-0.019,NONE,-0.077
