@relation pole_swing_up

@attribute sin_theta numeric
@attribute cos_theta numeric
@attribute theta_d numeric
@attribute force {NONE,RIGHT,LEFT}
@attribute class numeric

@data
-0.674,-0.739,4.45,LEFT,-0.737
-0.921,-0.391,4.112,LEFT,-0.949
-1.0,-0.013,3.619,LEFT,-0.998
-0.948,0.317,3.122,LEFT,-0.927
-0.817,0.576,2.724,LEFT,-0.785
-0.643,0.766,2.48,LEFT,-0.604
-0.439,0.899,2.423,LEFT,-0.395
-0.205,0.979,2.58,LEFT,-0.153
-0.101,0.995,2.709,RIGHT,-0.048
0.143,0.99,2.21,RIGHT,0.186
0.342,0.94,1.93,RIGHT,0.377
0.51,0.86,1.831,RIGHT,0.541
0.572,0.82,1.835,LEFT,0.603
0.749,0.662,2.955,LEFT,0.788
0.934,0.358,4.247,LEFT,0.962
0.992,-0.129,5.66,LEFT,0.97
0.723,-0.691,6.97,LEFT,0.618
0.064,-0.998,7.805,LEFT,-0.094
-0.666,-0.746,7.915,LEFT,-0.775
-0.998,-0.069,7.478,LEFT,-0.997
-0.795,0.607,6.989,LEFT,-0.703
-0.227,0.974,6.899,LEFT,-0.09
0.464,0.886,7.444,LEFT,0.592
0.958,0.287,8.595,LEFT,0.993
0.804,-0.595,9.935,LEFT,0.669
-0.106,-0.994,10.713,LEFT,-0.316
-0.923,-0.384,10.546,LEFT,-0.983
-0.806,0.591,10.013,LEFT,-0.673
-0.674,0.739,9.947,NONE,-0.515
0.23,0.973,9.617,NONE,0.412
0.937,0.349,10.138,NONE,0.988
0.765,-0.644,10.955,NONE,0.606
-0.239,-0.971,11.133,NONE,-0.447
-0.969,-0.247,10.364,NONE,-0.999
-0.742,0.67,9.354,NONE,-0.605
0.071,0.997,8.913,NONE,0.247
0.828,0.561,9.293,NONE,0.918
0.931,-0.366,10.132,NONE,0.837
0.152,-0.988,10.615,NONE,-0.06
-0.78,-0.626,10.167,NONE,-0.889
-0.958,0.287,9.144,NONE,-0.891
-0.399,0.917,8.351,NONE,-0.241
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.34,-0.941,-1.491,RIGHT,0.367
0.48,-0.877,-1.574,RIGHT,0.507
0.61,-0.792,-1.523,RIGHT,0.634
0.718,-0.696,-1.355,RIGHT,0.736
0.798,-0.602,-1.097,RIGHT,0.811
0.851,-0.525,-0.778,RIGHT,0.859
0.881,-0.473,-0.421,RIGHT,0.885
0.892,-0.451,-0.048,RIGHT,0.892
0.886,-0.464,0.323,RIGHT,0.883
0.862,-0.507,0.676,RIGHT,0.854
0.816,-0.578,0.992,RIGHT,0.804
0.746,-0.666,1.248,RIGHT,0.729
0.65,-0.76,1.42,NONE,0.627
0.511,-0.859,1.977,NONE,0.476
0.312,-0.95,2.364,NONE,0.267
0.072,-0.997,2.529,NONE,0.021
-0.179,-0.984,2.451,NONE,-0.226
-0.4,-0.916,2.14,NONE,-0.438
-0.566,-0.824,1.643,NONE,-0.592
-0.615,-0.788,1.405,RIGHT,-0.635
-0.678,-0.735,0.255,RIGHT,-0.681
-0.655,-0.756,-0.902,RIGHT,-0.639
-0.538,-0.843,-1.98,RIGHT,-0.503
-0.318,-0.948,-2.883,RIGHT,-0.261
-0.001,-1.0,-3.514,RIGHT,0.07
0.359,-0.933,-3.801,RIGHT,0.43
0.562,-0.827,-3.806,LEFT,0.621
0.795,-0.607,-2.596,LEFT,0.824
0.896,-0.443,-1.24,LEFT,0.906
0.919,-0.394,0.16,LEFT,0.917
0.882,-0.472,1.539,LEFT,0.866
0.758,-0.652,2.83,LEFT,0.718
0.497,-0.868,3.924,LEFT,0.426
0.086,-0.996,4.677,LEFT,-0.007
-0.296,-0.955,4.957,NONE,-0.388
-0.697,-0.717,4.41,NONE,-0.757
-0.922,-0.388,3.562,NONE,-0.946
-0.996,-0.091,2.582,NONE,-0.999
-0.993,0.118,1.583,NONE,-0.989
-0.974,0.225,0.609,NONE,-0.972
-0.971,0.238,-0.344,NONE,-0.973
-0.988,0.157,-1.295,NONE,-0.992
-1.0,-0.019,-2.253,NONE,-0.998
-0.958,-0.288,-3.192,NONE,-0.937
-0.794,-0.609,-4.026,NONE,-0.741
-0.463,-0.886,-4.612,NONE,-0.379
-0.008,-1.0,-4.801,NONE,0.089
0.447,-0.894,-4.533,NONE,0.525
0.775,-0.632,-3.878,NONE,0.82
0.943,-0.334,-2.99,NONE,0.961
0.996,-0.089,-2.009,NONE,0.999
0.998,0.062,-1.014,NONE,0.997
0.994,0.114,-0.034,NONE,0.994
0.994,0.113,0.161,RIGHT,0.994
0.997,0.073,0.632,RIGHT,0.998
1.0,-0.014,1.103,RIGHT,0.999
0.989,-0.147,1.566,RIGHT,0.984
0.959,-0.283,1.917,NONE,0.947
0.866,-0.5,2.795,NONE,0.836
0.667,-0.745,3.524,NONE,0.612
0.344,-0.939,3.991,NONE,0.268
-0.056,-0.998,4.095,NONE,-0.137
-0.439,-0.898,3.807,NONE,-0.505
-0.722,-0.692,3.193,NONE,-0.764
-0.885,-0.466,2.369,NONE,-0.905
-0.957,-0.29,1.441,NONE,-0.965
-0.98,-0.197,0.48,NONE,-0.982
-0.98,-0.197,-0.483,NONE,-0.978
-0.957,-0.289,-1.425,NONE,-0.948
-0.886,-0.463,-2.315,NONE,-0.863
-0.73,-0.684,-3.088,NONE,-0.685
-0.461,-0.888,-3.647,NONE,-0.394
-0.099,-0.995,-3.889,NONE,-0.021
0.283,-0.959,-3.758,NONE,0.353
0.42,-0.907,-3.605,NONE,0.484
0.694,-0.72,-3.017,NONE,0.735
0.858,-0.514,-2.222,NONE,0.879
0.935,-0.355,-1.321,NONE,0.943
0.962,-0.275,-0.38,NONE,0.963
0.959,-0.283,0.563,NONE,0.955
0.925,-0.379,1.479,NONE,0.913
0.836,-0.548,2.329,NONE,0.809
0.66,-0.751,3.043,NONE,0.612
0.38,-0.925,3.527,NONE,0.313
0.026,-1.0,3.692,NONE,-0.048
-0.331,-0.944,3.503,NONE,-0.395
-0.617,-0.787,2.998,NONE,-0.662
-0.801,-0.598,2.269,NONE,-0.827
-0.898,-0.441,1.412,NONE,-0.909
-0.932,-0.364,0.685,RIGHT,-0.935
-0.93,-0.366,-0.732,RIGHT,-0.924
-0.869,-0.494,-2.105,RIGHT,-0.846
-0.702,-0.712,-3.359,NONE,-0.652
-0.403,-0.915,-3.873,NONE,-0.33
-0.016,-1.0,-4.043,NONE,0.065
0.371,-0.928,-3.824,NONE,0.441
0.673,-0.74,-3.267,NONE,0.719
0.856,-0.518,-2.48,NONE,0.879
0.942,-0.335,-1.573,NONE,0.952
0.952,-0.306,-1.384,NONE,0.96
0.976,-0.218,-0.428,NONE,0.977
0.975,-0.223,0.529,NONE,0.972
0.948,-0.32,1.464,NONE,0.937
0.87,-0.494,2.341,NONE,0.845
0.704,-0.71,3.093,NONE,0.658
0.552,-0.834,3.445,NONE,0.492
0.361,-0.932,3.693,RIGHT,0.292
0.016,-1.0,3.342,RIGHT,-0.05
-0.284,-0.959,2.673,RIGHT,-0.333
-0.49,-0.872,1.764,RIGHT,-0.518
-0.581,-0.814,0.929,LEFT,-0.596
-0.65,-0.76,0.817,LEFT,-0.662
-0.704,-0.71,0.645,LEFT,-0.713
-0.741,-0.671,0.43,LEFT,-0.747
-0.761,-0.648,0.189,LEFT,-0.764
-0.766,-0.643,-0.062,LEFT,-0.765
-0.754,-0.657,-0.306,LEFT,-0.749
-0.725,-0.688,-0.528,LEFT,-0.718
-0.681,-0.732,-0.712,LEFT,-0.671
-0.622,-0.783,-0.844,LEFT,-0.608
-0.55,-0.835,-0.91,LEFT,-0.535
-0.472,-0.882,-0.903,LEFT,-0.456
-0.394,-0.919,-0.818,LEFT,-0.379
-0.325,-0.946,-0.661,LEFT,-0.312
-0.312,-0.95,-0.623,NONE,-0.3
-0.239,-0.971,-0.887,NONE,-0.221
-0.142,-0.99,-1.066,NONE,-0.121
-0.032,-1.0,-1.141,NONE,-0.009
0.082,-0.997,-1.105,NONE,0.103
0.185,-0.983,-0.963,NONE,0.203
0.267,-0.964,-0.731,NONE,0.281
0.324,-0.946,-0.433,NONE,0.331
0.349,-0.937,-0.098,NONE,0.35
0.342,-0.94,0.243,NONE,0.337
0.304,-0.953,0.558,NONE,0.293
0.237,-0.971,0.818,NONE,0.221
0.147,-0.989,0.999,NONE,0.127
0.043,-0.999,1.082,NONE,0.021
-0.065,-0.998,1.06,NONE,-0.086
-0.165,-0.986,0.936,NONE,-0.183
-0.2,-0.98,0.861,LEFT,-0.218
-0.296,-0.955,1.109,LEFT,-0.318
-0.407,-0.913,1.253,LEFT,-0.431
-0.521,-0.854,1.285,LEFT,-0.543
-0.624,-0.782,1.21,LEFT,-0.642
-0.708,-0.706,1.044,LEFT,-0.722
-0.77,-0.637,0.809,LEFT,-0.781
-0.811,-0.584,0.525,LEFT,-0.817
-0.833,-0.553,0.214,LEFT,-0.835
-0.836,-0.549,-0.106,LEFT,-0.834
-0.821,-0.571,-0.416,LEFT,-0.816
-0.788,-0.616,-0.701,LEFT,-0.779
-0.758,-0.652,-0.851,NONE,-0.746
-0.674,-0.739,-1.545,NONE,-0.65
-0.527,-0.85,-2.121,NONE,-0.49
-0.316,-0.949,-2.516,NONE,-0.268
-0.06,-0.998,-2.676,NONE,-0.006
0.203,-0.979,-2.578,NONE,0.253
0.391,-0.92,-2.324,LEFT,0.432
0.553,-0.833,-1.334,LEFT,0.573
0.618,-0.787,-0.245,LEFT,0.62
0.593,-0.805,0.852,LEFT,0.577
0.477,-0.879,1.871,LEFT,0.442
0.263,-0.965,2.718,LEFT,0.209
-0.038,-0.999,3.304,LEFT,-0.104
-0.374,-0.927,3.568,LEFT,-0.44
-0.675,-0.738,3.513,LEFT,-0.724
-0.881,-0.473,3.208,LEFT,-0.909
-0.981,-0.193,2.757,LEFT,-0.99
-0.998,0.057,2.257,LEFT,-0.995
-0.967,0.255,1.771,LEFT,-0.958
-0.916,0.401,1.332,LEFT,-0.905
-0.864,0.503,0.949,LEFT,-0.855
-0.823,0.568,0.615,LEFT,-0.816
-0.796,0.606,0.319,LEFT,-0.792
-0.785,0.62,0.044,LEFT,-0.784
-0.785,0.62,-0.063,NONE,-0.787
-0.812,0.584,-0.838,NONE,-0.822
-0.878,0.479,-1.651,NONE,-0.894
-0.958,0.287,-2.53,NONE,-0.972
-1.0,-0.008,-3.465,LEFT,-0.997
-0.93,-0.367,-3.886,LEFT,-0.898
-0.71,-0.704,-4.161,LEFT,-0.649
-0.363,-0.932,-4.153,LEFT,-0.285
0.029,-1.0,-3.777,LEFT,0.102
0.363,-0.932,-3.043,LEFT,0.418
0.587,-0.809,-2.041,LEFT,0.618
0.699,-0.715,-0.888,LEFT,0.711
0.72,-0.694,0.318,LEFT,0.714
0.654,-0.757,1.489,LEFT,0.629
0.488,-0.873,2.537,LEFT,0.441
0.211,-0.977,3.359,LEFT,0.144
-0.15,-0.989,3.857,LEFT,-0.227
-0.52,-0.854,3.986,LEFT,-0.586
-0.806,-0.592,3.787,LEFT,-0.848
-0.963,-0.271,3.374,LEFT,-0.978
-0.999,0.039,2.873,LEFT,-0.996
-0.955,0.296,2.384,LEFT,-0.94
-0.869,0.495,1.967,LEFT,-0.849
-0.766,0.643,1.647,LEFT,-0.745
-0.681,0.732,1.467,NONE,-0.66
-0.593,0.805,0.834,NONE,-0.581
-0.548,0.836,0.273,NONE,-0.544
-0.548,0.836,-0.26,NONE,-0.553
-0.592,0.806,-0.81,NONE,-0.605
-0.677,0.736,-1.417,NONE,-0.698
-0.795,0.607,-2.119,NONE,-0.821
-0.921,0.389,-2.935,NONE,-0.943
-0.998,0.061,-3.849,NONE,-1.0
-0.932,-0.362,-4.768,NONE,-0.893
-0.632,-0.775,-5.504,NONE,-0.542
-0.113,-0.994,-5.825,NONE,0.003
0.446,-0.895,-5.598,NONE,0.542
0.836,-0.549,-4.898,NONE,0.885
0.991,-0.137,-3.941,NONE,0.998
0.979,0.204,-2.932,NONE,0.966
0.9,0.436,-1.985,NONE,0.883
0.822,0.569,-1.127,NONE,0.81
0.778,0.628,-0.339,NONE,0.775
0.781,0.625,0.42,NONE,0.787
0.829,0.56,1.198,NONE,0.843
0.908,0.419,2.031,NONE,0.925
0.983,0.185,2.935,NONE,0.992
0.988,-0.155,3.876,RIGHT,0.973
0.846,-0.533,4.248,RIGHT,0.797
0.543,-0.84,4.396,RIGHT,0.467
0.14,-0.99,4.191,RIGHT,0.058
-0.249,-0.969,3.594,RIGHT,-0.316
-0.537,-0.844,2.667,RIGHT,-0.579
-0.702,-0.713,1.529,RIGHT,-0.722
-0.764,-0.645,0.295,RIGHT,-0.766
-0.742,-0.67,-0.947,RIGHT,-0.728
-0.631,-0.776,-2.112,RIGHT,-0.596
-0.407,-0.913,-3.105,RIGHT,-0.349
-0.072,-0.997,-3.812,RIGHT,0.006
0.325,-0.946,-4.149,RIGHT,0.402
0.678,-0.735,-4.109,RIGHT,0.736
0.91,-0.415,-3.779,RIGHT,0.938
0.997,-0.074,-3.298,RIGHT,1.0
0.993,0.115,-2.992,RIGHT,0.985
0.925,0.38,-2.52,RIGHT,0.905
0.813,0.582,-2.143,RIGHT,0.787
0.68,0.733,-1.89,RIGHT,0.653
0.536,0.844,-1.775,RIGHT,0.506
0.379,0.925,-1.807,RIGHT,0.345
0.199,0.98,-2.003,RIGHT,0.158
-0.018,1.0,-2.389,RIGHT,-0.067
-0.282,0.959,-3.006,RIGHT,-0.341
-0.588,0.809,-3.896,RIGHT,-0.651
-0.88,0.476,-5.076,RIGHT,-0.924
-0.997,-0.08,-6.462,RIGHT,-0.978
-0.701,-0.713,-7.764,RIGHT,-0.581
0.044,-0.999,-7.854,RIGHT,0.214
0.784,-0.62,-7.854,RIGHT,0.878
0.987,0.158,-7.854,RIGHT,0.95
0.593,0.805,-7.613,RIGHT,0.464
-0.13,0.992,-7.796,RIGHT,-0.283
-0.701,0.713,-7.854,LEFT,-0.812
-0.998,-0.066,-7.854,LEFT,-0.971
-0.575,-0.818,-7.854,LEFT,-0.42
-0.076,-0.997,-7.854,LEFT,0.1
0.696,-0.718,-7.854,LEFT,0.799
0.997,-0.078,-6.488,LEFT,0.999
0.88,0.475,-4.987,LEFT,0.83
0.6,0.8,-3.714,LEFT,0.541
0.318,0.948,-2.735,LEFT,0.267
0.088,0.996,-2.018,LEFT,0.049
-0.087,0.996,-1.504,LEFT,-0.116
-0.216,0.976,-1.142,LEFT,-0.238
-0.314,0.95,-0.894,LEFT,-0.33
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.096,-0.995,0.927,LEFT,-0.115
-0.205,-0.979,1.271,LEFT,-0.231
-0.34,-0.941,1.491,LEFT,-0.367
-0.48,-0.877,1.574,LEFT,-0.507
-0.61,-0.792,1.523,LEFT,-0.634
-0.718,-0.696,1.355,LEFT,-0.736
-0.798,-0.602,1.097,LEFT,-0.811
-0.851,-0.525,0.778,LEFT,-0.859
-0.881,-0.473,0.421,LEFT,-0.885
-0.892,-0.451,0.048,LEFT,-0.892
-0.886,-0.464,-0.323,LEFT,-0.883
-0.862,-0.507,-0.676,LEFT,-0.854
-0.854,-0.52,-0.743,LEFT,-0.846
-0.804,-0.595,-1.048,LEFT,-0.791
-0.729,-0.685,-1.29,LEFT,-0.711
-0.628,-0.778,-1.443,LEFT,-0.605
-0.507,-0.862,-1.486,LEFT,-0.481
-0.377,-0.926,-1.404,LEFT,-0.351
-0.252,-0.968,-1.198,LEFT,-0.23
-0.15,-0.989,-0.882,LEFT,-0.133
-0.082,-0.997,-0.485,LEFT,-0.072
-0.055,-0.999,-0.045,LEFT,-0.055
-0.073,-0.997,0.394,LEFT,-0.081
-0.131,-0.991,0.792,LEFT,-0.148
-0.226,-0.974,1.109,LEFT,-0.248
-0.343,-0.939,1.319,LEFT,-0.368
-0.469,-0.883,1.408,LEFT,-0.493
-0.587,-0.809,1.375,LEFT,-0.609
-0.689,-0.725,1.235,LEFT,-0.706
-0.765,-0.644,1.01,LEFT,-0.778
-0.819,-0.574,0.723,LEFT,-0.827
-0.845,-0.535,0.465,LEFT,-0.85
-0.861,-0.509,0.125,NONE,-0.861
-0.845,-0.535,-0.712,NONE,-0.836
-0.781,-0.625,-1.502,NONE,-0.76
-0.652,-0.759,-2.191,NONE,-0.617
-0.446,-0.895,-2.711,NONE,-0.397
-0.175,-0.985,-2.991,NONE,-0.115
0.125,-0.992,-2.985,NONE,0.184
0.4,-0.916,-2.695,NONE,0.448
0.61,-0.792,-2.169,NONE,0.643
0.745,-0.667,-1.48,NONE,0.763
0.813,-0.582,-0.701,NONE,0.82
0.83,-0.557,0.111,NONE,0.828
0.8,-0.6,0.909,NONE,0.788
0.717,-0.697,1.644,NONE,0.693
0.693,-0.721,1.779,RIGHT,0.667
0.549,-0.836,1.872,RIGHT,0.518
0.386,-0.922,1.812,RIGHT,0.352
0.223,-0.975,1.592,RIGHT,0.192
0.082,-0.997,1.225,RIGHT,0.059
-0.017,-1.0,0.744,RIGHT,-0.03
-0.064,-0.998,0.195,RIGHT,-0.067
-0.056,-0.998,-0.367,RIGHT,-0.047
0.009,-1.0,-0.888,RIGHT,0.027
0.119,-0.993,-1.318,RIGHT,0.146
0.264,-0.964,-1.617,RIGHT,0.296
0.424,-0.906,-1.763,RIGHT,0.456
0.577,-0.817,-1.754,RIGHT,0.605
0.706,-0.708,-1.606,RIGHT,0.728
0.803,-0.596,-1.349,RIGHT,0.818
0.868,-0.496,-1.016,RIGHT,0.878
0.886,-0.464,-0.868,NONE,0.893
0.905,-0.425,0.017,NONE,0.904
0.885,-0.466,0.893,NONE,0.875
0.816,-0.578,1.718,NONE,0.795
0.678,-0.735,2.436,NONE,0.641
0.456,-0.89,2.971,NONE,0.402
0.16,-0.987,3.246,NONE,0.095
-0.165,-0.986,3.211,NONE,-0.227
-0.454,-0.891,2.872,NONE,-0.504
-0.668,-0.744,2.289,NONE,-0.7
-0.798,-0.602,1.545,NONE,-0.815
-0.861,-0.508,0.716,NONE,-0.868
-0.876,-0.483,-0.142,NONE,-0.873
-0.847,-0.532,-0.984,NONE,-0.835
-0.765,-0.644,-1.765,RIGHT,-0.741
-0.594,-0.804,-2.917,RIGHT,-0.544
-0.292,-0.956,-3.828,RIGHT,-0.217
0.117,-0.993,-4.378,RIGHT,0.204
0.536,-0.844,-4.509,RIGHT,0.609
0.845,-0.535,-4.276,RIGHT,0.887
0.988,-0.157,-3.823,RIGHT,0.997
0.98,0.197,-3.313,RIGHT,0.965
0.874,0.485,-2.868,RIGHT,0.845
0.713,0.701,-2.56,RIGHT,0.676
0.519,0.855,-2.429,RIGHT,0.477
0.296,0.955,-2.503,RIGHT,0.248
0.037,0.999,-2.809,RIGHT,-0.02
-0.267,0.964,-3.387,RIGHT,-0.333
-0.605,0.796,-4.275,RIGHT,-0.673
-0.907,0.421,-5.477,RIGHT,-0.948
-0.984,-0.18,-6.87,RIGHT,-0.949
-0.594,-0.804,-7.854,RIGHT,-0.455
0.211,-0.977,-7.854,RIGHT,0.378
0.883,-0.469,-7.854,RIGHT,0.95
0.942,0.336,-7.854,RIGHT,0.876
0.428,0.904,-7.754,RIGHT,0.283
-0.338,0.941,-7.854,RIGHT,-0.488
-0.935,0.356,-7.854,RIGHT,-0.984
-0.812,-0.584,-7.854,RIGHT,-0.67
0.152,-0.988,-7.854,RIGHT,0.369
0.957,-0.29,-7.854,RIGHT,0.997
0.708,0.707,-7.854,RIGHT,0.544
-0.266,0.964,-7.854,RIGHT,-0.466
-0.983,0.182,-7.854,RIGHT,-0.998
-0.49,-0.872,-7.854,RIGHT,-0.247
0.724,-0.69,-7.854,RIGHT,0.879
0.86,0.511,-7.854,RIGHT,0.705
0.506,0.862,-7.854,LEFT,0.278
-0.635,0.773,-7.854,LEFT,-0.801
-0.946,-0.324,-7.854,LEFT,-0.839
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.096,-0.995,0.927,LEFT,-0.115
-0.205,-0.979,1.271,LEFT,-0.231
-0.34,-0.941,1.491,LEFT,-0.367
-0.48,-0.877,1.574,LEFT,-0.507
-0.61,-0.792,1.523,LEFT,-0.634
-0.718,-0.696,1.355,LEFT,-0.736
-0.798,-0.602,1.097,LEFT,-0.811
-0.851,-0.525,0.778,LEFT,-0.859
-0.881,-0.473,0.421,LEFT,-0.885
-0.892,-0.451,0.048,LEFT,-0.892
-0.886,-0.464,-0.323,LEFT,-0.883
-0.862,-0.507,-0.676,LEFT,-0.854
-0.816,-0.578,-0.992,LEFT,-0.804
-0.746,-0.666,-1.248,LEFT,-0.729
-0.65,-0.76,-1.42,LEFT,-0.628
-0.533,-0.846,-1.487,LEFT,-0.507
-0.403,-0.915,-1.431,LEFT,-0.377
-0.276,-0.961,-1.249,LEFT,-0.252
-0.168,-0.986,-0.953,LEFT,-0.15
-0.091,-0.996,-0.569,LEFT,-0.081
-0.057,-0.998,-0.135,LEFT,-0.055
-0.066,-0.998,0.308,LEFT,-0.072
-0.116,-0.993,0.717,LEFT,-0.132
-0.205,-0.979,1.054,LEFT,-0.226
-0.319,-0.948,1.287,LEFT,-0.343
-0.444,-0.896,1.4,LEFT,-0.469
-0.493,-0.87,1.411,NONE,-0.517
-0.59,-0.808,0.864,NONE,-0.602
-0.629,-0.777,0.38,RIGHT,-0.633
-0.615,-0.788,-0.735,RIGHT,-0.602
-0.51,-0.86,-1.782,RIGHT,-0.478
-0.307,-0.952,-2.668,RIGHT,-0.254
-0.011,-1.0,-3.299,RIGHT,0.056
0.331,-0.944,-3.608,RIGHT,0.399
0.644,-0.765,-3.589,RIGHT,0.697
0.866,-0.501,-3.305,RIGHT,0.897
0.977,-0.214,-2.863,RIGHT,0.987
0.999,0.047,-2.362,RIGHT,0.996
0.967,0.255,-1.875,RIGHT,0.957
0.923,0.384,-1.52,LEFT,0.913
0.889,0.458,-0.128,LEFT,0.889
0.913,0.408,1.245,LEFT,0.924
0.975,0.224,2.65,LEFT,0.986
0.994,-0.111,4.089,LEFT,0.981
0.831,-0.557,5.457,LEFT,0.764
0.37,-0.929,6.51,LEFT,0.244
-0.297,-0.955,6.982,LEFT,-0.427
-0.84,-0.543,6.831,LEFT,-0.906
-0.996,0.086,6.33,LEFT,-0.978
-0.769,0.639,5.878,LEFT,-0.689
-0.294,0.956,5.785,LEFT,-0.181
0.294,0.956,6.222,LEFT,0.411
0.823,0.569,7.217,LEFT,0.897
0.983,-0.182,8.57,LEFT,0.937
0.451,-0.893,9.74,LEFT,0.268
-0.508,-0.861,10.113,LEFT,-0.67
-0.999,-0.043,9.705,LEFT,-0.989
-0.62,0.784,9.254,LEFT,-0.466
0.257,0.966,9.468,LEFT,0.436
0.95,0.312,10.508,LEFT,0.994
0.697,-0.717,11.801,LEFT,0.508
-0.431,-0.902,12.333,LEFT,-0.638
-0.996,0.091,11.909,LEFT,-0.947
-0.306,0.952,11.572,LEFT,-0.08
0.764,0.646,12.203,LEFT,0.898
0.836,-0.549,13.487,LEFT,0.657
-0.391,-0.92,14.114,LEFT,-0.631
-0.975,0.223,13.669,LEFT,-0.879
0.003,1.0,13.471,LEFT,0.27
0.983,0.182,14.406,LEFT,0.994
0.249,-0.969,15.51,LEFT,-0.06
-0.965,-0.263,15.41,LEFT,-0.999
-0.317,0.948,14.976,LEFT,-0.023
0.932,0.362,15.695,NONE,0.998
0.328,-0.945,16.334,NONE,0.008
-0.958,-0.285,15.769,NONE,-1.0
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.096,-0.995,0.927,LEFT,-0.115
-0.205,-0.979,1.271,LEFT,-0.231
-0.34,-0.941,1.491,LEFT,-0.367
-0.48,-0.877,1.574,LEFT,-0.507
-0.61,-0.792,1.523,LEFT,-0.634
-0.718,-0.696,1.355,LEFT,-0.736
-0.798,-0.602,1.097,LEFT,-0.811
-0.851,-0.525,0.778,LEFT,-0.859
-0.881,-0.473,0.421,LEFT,-0.885
-0.892,-0.451,0.048,LEFT,-0.892
-0.886,-0.464,-0.323,LEFT,-0.883
-0.862,-0.507,-0.676,LEFT,-0.854
-0.816,-0.578,-0.992,LEFT,-0.804
-0.746,-0.666,-1.248,LEFT,-0.729
-0.65,-0.76,-1.42,LEFT,-0.628
-0.533,-0.846,-1.487,LEFT,-0.507
-0.403,-0.915,-1.431,LEFT,-0.377
-0.276,-0.961,-1.249,LEFT,-0.252
-0.168,-0.986,-0.953,LEFT,-0.15
-0.091,-0.996,-0.569,LEFT,-0.081
-0.057,-0.998,-0.135,LEFT,-0.055
-0.066,-0.998,0.308,LEFT,-0.072
-0.116,-0.993,0.717,LEFT,-0.132
-0.205,-0.979,1.054,LEFT,-0.226
-0.319,-0.948,1.287,LEFT,-0.343
-0.444,-0.896,1.4,LEFT,-0.469
-0.542,-0.84,1.402,LEFT,-0.565
-0.651,-0.759,1.303,LEFT,-0.67
-0.738,-0.675,1.109,LEFT,-0.752
-0.8,-0.6,0.843,LEFT,-0.81
-0.84,-0.543,0.531,LEFT,-0.845
-0.859,-0.512,0.193,LEFT,-0.861
-0.86,-0.51,-0.15,LEFT,-0.858
-0.843,-0.537,-0.483,LEFT,-0.838
-0.807,-0.59,-0.787,LEFT,-0.798
-0.75,-0.662,-1.043,LEFT,-0.735
-0.67,-0.743,-1.229,LEFT,-0.651
-0.568,-0.823,-1.324,LEFT,-0.547
-0.454,-0.891,-1.313,LEFT,-0.431
-0.339,-0.941,-1.189,LEFT,-0.317
-0.235,-0.972,-0.958,LEFT,-0.218
-0.218,-0.976,-0.9,NONE,-0.2
-0.12,-0.993,-1.058,NONE,-0.099
-0.012,-1.0,-1.112,NONE,0.011
0.098,-0.995,-1.058,NONE,0.119
0.195,-0.981,-0.903,NONE,0.213
0.272,-0.962,-0.663,NONE,0.285
0.322,-0.947,-0.365,NONE,0.328
0.341,-0.94,-0.035,NONE,0.341
0.328,-0.945,0.294,NONE,0.322
0.286,-0.958,0.593,NONE,0.274
0.217,-0.976,0.834,NONE,0.2
0.125,-0.992,0.993,NONE,0.106
0.023,-1.0,1.056,NONE,0.002
-0.082,-0.997,1.017,NONE,-0.102
-0.177,-0.984,0.879,NONE,-0.193
-0.252,-0.968,0.66,NONE,-0.264
-0.295,-0.955,0.44,RIGHT,-0.302
-0.299,-0.954,-0.358,RIGHT,-0.29
-0.227,-0.974,-1.114,RIGHT,-0.204
-0.084,-0.996,-1.757,RIGHT,-0.048
0.116,-0.993,-2.225,RIGHT,0.161
0.346,-0.938,-2.476,RIGHT,0.392
0.568,-0.823,-2.5,RIGHT,0.608
0.749,-0.663,-2.326,RIGHT,0.779
0.831,-0.556,-2.147,RIGHT,0.854
0.924,-0.383,-1.763,RIGHT,0.936
0.972,-0.237,-1.316,RIGHT,0.977
0.991,-0.131,-0.842,RIGHT,0.993
0.998,-0.07,-0.361,RIGHT,0.998
0.998,-0.058,0.119,RIGHT,0.998
0.996,-0.094,0.593,RIGHT,0.994
0.984,-0.176,1.056,RIGHT,0.98
0.954,-0.3,1.495,RIGHT,0.944
0.89,-0.457,1.885,RIGHT,0.872
0.872,-0.49,1.953,RIGHT,0.851
0.75,-0.661,2.231,RIGHT,0.72
0.578,-0.816,2.363,RIGHT,0.539
0.372,-0.928,2.307,RIGHT,0.33
0.162,-0.987,2.046,RIGHT,0.122
-0.021,-1.0,1.593,RIGHT,-0.052
-0.151,-0.989,0.991,RIGHT,-0.169
-0.215,-0.977,0.3,RIGHT,-0.219
-0.209,-0.978,-0.413,RIGHT,-0.199
-0.135,-0.991,-1.079,RIGHT,-0.112
